date,nav,scheme_name,scheme_code
06-09-2017,3492.63490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-09-2017,3492.03550,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-09-2017,3491.44330,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-09-2017,3490.82960,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-09-2017,3489.62080,HDFC Money Market Fund - Growth Option - Direct Plan,119092
31-08-2017,3489.01780,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-08-2017,3488.40050,HDFC Money Market Fund - Growth Option - Direct Plan,119092
29-08-2017,3487.81570,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-08-2017,3487.20890,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-08-2017,3486.62440,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-08-2017,3484.85610,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-08-2017,3484.27250,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-08-2017,3483.66590,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-08-2017,3483.06320,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-08-2017,3482.47400,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-08-2017,3481.28190,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-08-2017,3480.68840,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-08-2017,3480.06860,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-08-2017,3479.49870,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-08-2017,3478.90370,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-08-2017,3478.30210,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-08-2017,3477.11490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-08-2017,3476.51180,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-08-2017,3475.91850,HDFC Money Market Fund - Growth Option - Direct Plan,119092
08-08-2017,3475.30990,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-08-2017,3474.71150,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-08-2017,3474.11280,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-08-2017,3472.91640,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-08-2017,3472.31710,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-08-2017,3471.70200,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-08-2017,3471.09740,HDFC Money Market Fund - Growth Option - Direct Plan,119092
31-07-2017,3470.50920,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-07-2017,3469.91060,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-07-2017,3468.70470,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-07-2017,3468.10700,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-07-2017,3467.51830,HDFC Money Market Fund - Growth Option - Direct Plan,119092
25-07-2017,3466.88830,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-07-2017,3466.29280,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-07-2017,3465.67480,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-07-2017,3464.46340,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-07-2017,3463.82720,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-07-2017,3463.21740,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-07-2017,3462.56990,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-07-2017,3461.95200,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-07-2017,3461.33840,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-07-2017,3460.13910,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-07-2017,3459.52010,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-07-2017,3458.87280,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-07-2017,3458.23670,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-07-2017,3457.63270,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-07-2017,3456.98570,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-07-2017,3455.78090,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-07-2017,3455.11290,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-07-2017,3454.48160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-07-2017,3453.85920,HDFC Money Market Fund - Growth Option - Direct Plan,119092
