date,nav,scheme_name,scheme_code
28-03-2022,130.14680,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-03-2022,130.65460,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-03-2022,130.07870,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-03-2022,127.25150,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-03-2022,126.36800,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-03-2022,126.32590,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-03-2022,125.80220,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-03-2022,124.55930,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-03-2022,122.43050,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-03-2022,122.83030,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-03-2022,122.62140,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-03-2022,122.11450,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-03-2022,121.82610,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-03-2022,118.31430,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-03-2022,116.58480,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-03-2022,118.58410,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-03-2022,121.30600,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-03-2022,120.94980,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-02-2022,121.33140,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-02-2022,120.14300,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-02-2022,115.35400,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-02-2022,122.48410,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-02-2022,122.14000,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-02-2022,124.02260,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-02-2022,125.04810,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-02-2022,126.12270,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-02-2022,126.58860,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-02-2022,126.53170,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-02-2022,123.33250,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-02-2022,128.11040,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-02-2022,130.32100,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-02-2022,129.71800,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-02-2022,128.25570,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-02-2022,129.39860,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-02-2022,130.64920,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-02-2022,131.64620,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-02-2022,132.05230,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-02-2022,129.73130,quant Mid Cap Fund - Growth Option - Direct Plan,120841
31-01-2022,128.12080,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-01-2022,126.21270,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-01-2022,124.56140,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-01-2022,124.17980,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-01-2022,122.39920,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-01-2022,126.96730,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-01-2022,129.12060,quant Mid Cap Fund - Growth Option - Direct Plan,120841
19-01-2022,129.41170,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-01-2022,129.72850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-01-2022,131.66760,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-01-2022,131.32470,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-01-2022,130.95520,quant Mid Cap Fund - Growth Option - Direct Plan,120841
12-01-2022,130.41420,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-01-2022,128.93760,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-01-2022,128.68340,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-01-2022,126.99770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-01-2022,127.20910,quant Mid Cap Fund - Growth Option - Direct Plan,120841
05-01-2022,127.23680,quant Mid Cap Fund - Growth Option - Direct Plan,120841
04-01-2022,126.49060,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-01-2022,126.50680,quant Mid Cap Fund - Growth Option - Direct Plan,120841
31-12-2021,125.28070,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-12-2021,123.80130,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-12-2021,124.47170,quant Mid Cap Fund - Growth Option - Direct Plan,120841
28-12-2021,124.57600,quant Mid Cap Fund - Growth Option - Direct Plan,120841
27-12-2021,123.31880,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-12-2021,122.87400,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-12-2021,124.19310,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-12-2021,123.26280,quant Mid Cap Fund - Growth Option - Direct Plan,120841
21-12-2021,121.79500,quant Mid Cap Fund - Growth Option - Direct Plan,120841
20-12-2021,119.71000,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-12-2021,123.67490,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-12-2021,127.20770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-12-2021,128.03050,quant Mid Cap Fund - Growth Option - Direct Plan,120841
14-12-2021,129.40640,quant Mid Cap Fund - Growth Option - Direct Plan,120841
13-12-2021,130.51650,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-12-2021,130.51460,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-12-2021,128.93600,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-12-2021,127.87770,quant Mid Cap Fund - Growth Option - Direct Plan,120841
07-12-2021,125.90460,quant Mid Cap Fund - Growth Option - Direct Plan,120841
06-12-2021,123.56840,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-12-2021,125.67910,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-12-2021,126.11150,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-12-2021,125.26890,quant Mid Cap Fund - Growth Option - Direct Plan,120841
30-11-2021,123.28820,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-11-2021,123.49470,quant Mid Cap Fund - Growth Option - Direct Plan,120841
26-11-2021,124.51820,quant Mid Cap Fund - Growth Option - Direct Plan,120841
25-11-2021,127.30850,quant Mid Cap Fund - Growth Option - Direct Plan,120841
24-11-2021,126.76010,quant Mid Cap Fund - Growth Option - Direct Plan,120841
23-11-2021,126.69710,quant Mid Cap Fund - Growth Option - Direct Plan,120841
22-11-2021,124.84280,quant Mid Cap Fund - Growth Option - Direct Plan,120841
18-11-2021,127.77370,quant Mid Cap Fund - Growth Option - Direct Plan,120841
17-11-2021,127.61500,quant Mid Cap Fund - Growth Option - Direct Plan,120841
16-11-2021,128.23580,quant Mid Cap Fund - Growth Option - Direct Plan,120841
15-11-2021,127.94410,quant Mid Cap Fund - Growth Option - Direct Plan,120841
12-11-2021,127.81620,quant Mid Cap Fund - Growth Option - Direct Plan,120841
11-11-2021,126.70110,quant Mid Cap Fund - Growth Option - Direct Plan,120841
10-11-2021,128.52920,quant Mid Cap Fund - Growth Option - Direct Plan,120841
09-11-2021,129.46270,quant Mid Cap Fund - Growth Option - Direct Plan,120841
08-11-2021,126.55530,quant Mid Cap Fund - Growth Option - Direct Plan,120841
03-11-2021,123.96710,quant Mid Cap Fund - Growth Option - Direct Plan,120841
02-11-2021,124.35280,quant Mid Cap Fund - Growth Option - Direct Plan,120841
01-11-2021,122.37310,quant Mid Cap Fund - Growth Option - Direct Plan,120841
29-10-2021,121.12500,quant Mid Cap Fund - Growth Option - Direct Plan,120841
